           ,Subject,grade,             ,Strand,              ,Strand Descriptor,               ,Concept,                ,Accessing Information,       ,        
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI03.CC,Explain safe behavior while traveling to and from school and in the community.  (REQ),HE.12.UI03.ADV,Advocate to adults and peers for more safe driving experience and practice in a motor vehicle.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI04.CC,Explain safe behaviors to reduce injury during sports/recreational participation.  (REQ),HE.12.UI04.INF,Examine the role of extreme risk taking actions in the media and its possible effects on behavior.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI04.CC,Explain safe behaviors to reduce injury during sports/recreational participation.  (REQ),HE.12.UI04.GS,"Set a goal to wear appropriate safety equipment properly during sports and physical activity, even when peers may not.  (REQ)",,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI05.CC,"Describe procedures for emergency care and lifesaving, including CPR, first aid, and control of bleeding.  (REQ)",HE.12.UI05.SM,Demonstrate procedures to get help in emergency situations and to stabilize injury situations until help arrives.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI06.CC,Identify ways to prevent situations that might harm vision and hearing.  (REQ),HE.12.UI06.ADV,Advocate for hearing and vision safety and protection.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI07.CC,Describe rules and laws intended to prevent injuries.  (REQ),HE.12.UI07.SM,Demonstrate personal responsibility to follow safety-related laws.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI08.CC,"Describe methods for avoiding, responding to and recovering from climate-related physical conditions.  (REQ)",HE.12.UI08.ADV,Advocate for protection from climate-related physical conditions.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI09.CC,"Examine the impact of alcohol, tobacco and other drug use on unintentional injury.  (REQ)",HE.12.UI09.GS,Set a personal goal to avoid driving when under the influence of alcohol or other drugs or riding in a vehicle when the driver is under the influence of alcohol or other drugs.   (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI10.CC,Identify ways to reduce risk of work-related injuries including the examination of OSHA laws.  (REQ),HE.12.UI10.AI,Become familiar with OSHA laws.  (REQ),,
HE12,Health Education (2012),High School,,Unintentional Injury Prevention,,"Acquire knowledge and skills necessary to be safe at home, on the move, at school, at work and in the community and how to get help in case of injury. [Related ORS:  336.071 Emergency drills and instruction (K-12); Related OAR: 581-022-0413 Prevention Education in Drugs and Alcohol (K-12); 581-022-1210 District Curriculum and Instruction (K-12); 581-022-1420 Emergency plans and safety programs (K-12)]",HE.12.UI10.CC,Identify ways to reduce risk of work-related injuries including the examination of OSHA laws.  (REQ),HE.12.UI10.SM,Demonstrate ways to reduce risk of work-related injuries.   (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS01.CC,Explain pro-social behaviors and explain how they may prevent violence.  (REQ),HE.12.VS01.SM,Demonstrate the ability to take the perspective of others in a conflict situation.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS01.CC,Explain pro-social behaviors and explain how they may prevent violence.  (REQ),HE.12.VS01.IC,Demonstrate pro-social communication skills.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS02.CC,"Examine how violence, aggression, bullying, cyber-bullying and harassment affect health and safety.  (REQ)",HE.12.VS02.ADV,"Design an advocacy campaign for preventing violence, aggression, bullying, cyber-bullying and harassment.  (REQ)",,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS03.CC,Explain the role problem solving; anger management and impulse control have on preventing violence.   (REQ),HE.12.VS03.IC,"Demonstrate the steps healthy communication in problem solving, anger management and impulse control.   (REQ)",,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS04.CC,"Interpret school policy related to bullying, cyber-bullying, harassment, and intimidation.  (REQ)",HE.12.VS04.ADV,Advocate for a safe and civil environment to foster student learning and achievement.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS05.CC,Explain how witnesses and bystanders can help prevent violence by reporting dangerous situations.  (REQ),HE.12.VS05.AI,Identify the reporting process within the school setting and describe where and when to report dangerous situations.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS05.CC,Explain how witnesses and bystanders can help prevent violence by reporting dangerous situations.  (REQ),HE.12.VS05.IC,Practice effective communication skills for reporting dangerous situations.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS05.CC,Explain how witnesses and bystanders can help prevent violence by reporting dangerous situations.  (REQ),HE.12.VS05.DM,Use a decision making model to achieve a healthy outcome when confronted with a dangerous situation.  (REQ),,
HE12,Health Education (2012),High School,,Violence and Suicide Prevention,,"Acquire knowledge and skills to prevent different forms of violence and suicide with a focus on communication and pro-social behaviors.  [Related ORS:  339.351 – 364 Harassment, Bullying, Cyber-bullying and Intimidation (K-12); Related OAR: 581-022-1510 Comprehensive Guidance and Counseling (K-12)]",HE.12.VS06.CC,"Explain the relationship between alcohol and other drug use on violence, including suicide and sexual assault.  (REQ)",HE.12.VS06.SM,Describe how alcohol and other drug use can affect decision-making and influence violence.  (REQ),,
